Rank,Category,Gender,Region,LocalStatus,SpecialReservation,CollegeCode,CollegeName,Branch,CutoffRank
,ST,Female,AU,,None,ACEE,ADARSH COLLEGE OF ENGINEERING,MEC,169131
,BC-A,Male,AU,,None,ACEE,ADARSH COLLEGE OF ENGINEERING,MEC,169163
,BC-A,Female,AU,,None,ACEE,ADARSH COLLEGE OF ENGINEERING,MEC,169163
,BC-B,Male,AU,,None,ACEE,ADARSH COLLEGE OF ENGINEERING,MEC,169169
,BC-B,Female,AU,,None,ACEE,ADARSH COLLEGE OF ENGINEERING,MEC,169169
,BC-D,Male,AU,,None,ACEE,ADARSH COLLEGE OF ENGINEERING,MEC,169142
,BC-D,Female,AU,,None,ACEE,ADARSH COLLEGE OF ENGINEERING,MEC,169142
,BC-E,Male,AU,,None,ACEE,ADARSH COLLEGE OF ENGINEERING,MEC,169163
,BC-E,Female,AU,,None,ACEE,ADARSH COLLEGE OF ENGINEERING,MEC,169163
,OC,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CIV,81311
,OC,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CIV,119201
,SC,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CIV,129296
,SC,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CIV,138982
,ST,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CIV,119201
,BC-A,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CIV,109003
,BC-A,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CIV,119201
,BC-B,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CIV,123948
,BC-B,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CIV,123948
,BC-D,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CIV,81311
,BC-D,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CIV,119201
,BC-E,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CIV,81311
,BC-E,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CIV,119201
,OC,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,31900
,OC,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,31900
,SC,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,110055
,SC,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,110055
,ST,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,171628
,BC-A,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,77271
,BC-A,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,77271
,BC-B,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,68512
,BC-B,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,68512
,BC-D,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,42295
,BC-D,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,61136
,BC-E,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,147695
,BC-E,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,147695
,EWS,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,34137
,OC,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,44767
,OC,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,45866
,SC,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,170214
,SC,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,170214
,ST,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,95066
,BC-A,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,99522
,BC-A,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,136357
,BC-B,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,69370
,BC-B,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,76716
,BC-D,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,52754
,BC-D,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,57239
,BC-E,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,132995
,BC-E,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,142219
,EWS,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,47332
,OC,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,53492
,OC,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,54061
,SC,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,53492
,SC,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,171559
,ST,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,54757
,BC-A,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,109412
,BC-A,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,109412
,BC-B,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,77179
,BC-B,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,82112
,BC-D,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,68283
,BC-D,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,68283
,BC-E,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,71051
,BC-E,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,112254
,EWS,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,54950
,OC,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,59801
,OC,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,59801
,SC,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,173420
,SC,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,173420
,ST,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,169694
,BC-A,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,139479
,BC-A,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,139479
,BC-B,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,76754
,BC-B,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,76754
,BC-D,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,78103
,BC-D,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,87646
,BC-E,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,126627
,BC-E,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,126627
,EWS,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,60472
,OC,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,86786
,OC,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,86845
,SC,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,150900
,SC,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,150900
,ST,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,86845
,BC-A,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,154750
,BC-A,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,154750
,BC-B,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,121833
,BC-B,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,121833
,BC-D,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,138352
,BC-D,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,138352
,BC-E,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,86786
,BC-E,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,117319
,EWS,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,86487
,OC,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,169131
,OC,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,169131
,SC,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,169131
,SC,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,169131
,ST,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,173554
,BC-A,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,169163
,BC-A,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,169163
,BC-B,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,169169
,BC-B,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,169169
,BC-D,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,169131
,BC-D,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,169131
,BC-E,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,169131
,BC-E,Female,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,169131
,EWS,Male,AU,,None,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,123425
,OC,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CIV,135022
,OC,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CIV,135022
,SC,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CIV,170278
,SC,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CIV,170278
,ST,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CIV,135022
,BC-A,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CIV,157855
,BC-A,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CIV,168890
,BC-B,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CIV,163968
,BC-B,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CIV,169074
,BC-D,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CIV,158309
,BC-D,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CIV,158309
,BC-E,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CIV,149020
,BC-E,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CIV,149020
,EWS,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CIV,140587
,OC,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSD,32732
,OC,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSD,32732
,SC,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSD,154857
,SC,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSD,154857
,ST,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSD,32732
,BC-A,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSD,58877
,BC-A,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSD,100168
,BC-B,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSD,58989
,BC-B,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSD,62480
,BC-D,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSD,50728
,BC-D,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSD,50728
,BC-E,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSD,102898
,BC-E,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSD,110022
,EWS,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSD,31344
,OC,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSE,21243
,OC,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSE,24445
,SC,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSE,75216
,SC,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSE,83765
,ST,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSE,170439
,BC-A,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSE,30497
,BC-A,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSE,36221
,BC-B,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSE,30217
,BC-B,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSE,57612
,BC-D,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSE,39393
,BC-D,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSE,41500
,BC-E,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSE,87476
,BC-E,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSE,87476
,EWS,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSE,22131
,OC,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSM,32886
,OC,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSM,32886
,SC,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSM,158684
,SC,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSM,172274
,ST,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSM,158482
,BC-A,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSM,74568
,BC-A,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSM,114079
,BC-B,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSM,58755
,BC-B,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSM,62261
,BC-D,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSM,46531
,BC-D,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSM,47678
,BC-E,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSM,118292
,BC-E,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSM,127276
,EWS,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSM,35523
,OC,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",ECE,45410
,OC,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",ECE,45410
,SC,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",ECE,172097
,SC,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",ECE,173161
,ST,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",ECE,45410
,BC-A,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",ECE,88231
,BC-A,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",ECE,90409
,BC-B,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",ECE,62248
,BC-B,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",ECE,64467
,BC-D,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",ECE,53901
,BC-D,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",ECE,60809
,BC-E,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",ECE,89808
,BC-E,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",ECE,160708
,EWS,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",ECE,48449
,OC,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",EEE,83253
,OC,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",EEE,83253
,SC,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",EEE,126921
,SC,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",EEE,126921
,ST,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",EEE,83253
,BC-A,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",EEE,115279
,BC-A,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",EEE,115279
,BC-B,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",EEE,103434
,BC-B,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",EEE,107053
,BC-D,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",EEE,91256
,BC-D,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",EEE,91256
,BC-E,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",EEE,162817
,BC-E,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",EEE,162817
,EWS,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",EEE,84595
,OC,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",INF,36819
,OC,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",INF,36819
,SC,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",INF,173373
,SC,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",INF,173373
,ST,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",INF,132828
,BC-A,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",INF,58294
,BC-A,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",INF,58814
,BC-B,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",INF,53032
,BC-B,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",INF,53032
,BC-D,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",INF,39375
,BC-D,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",INF,55208
,BC-E,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",INF,58778
,BC-E,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",INF,70795
,EWS,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",INF,24003
,OC,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",MEC,143235
,OC,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",MEC,143235
,SC,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",MEC,159544
,SC,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",MEC,159544
,ST,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",MEC,160681
,BC-A,Male,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",MEC,159076
,BC-A,Female,AU,,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",MEC,159076
