Rank,Category,Gender,Region,LocalStatus,SpecialReservation,CollegeCode,CollegeName,Branch,CutoffRank
,BC-E,Male,AU,Local,None,ACEE,ADARSH COLLEGE OF ENGINEERING,MEC,132618
,BC-E,Female,AU,Local,None,ACEE,ADARSH COLLEGE OF ENGINEERING,MEC,149338
,OC,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CIV,115994
,OC,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CIV,115994
,SC,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CIV,131470
,SC,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CIV,131470
,ST,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CIV,134998
,ST,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CIV,134998
,BC-A,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CIV,115994
,BC-A,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CIV,128091
,BC-B,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CIV,146801
,BC-B,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CIV,146801
,BC-D,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CIV,131016
,BC-D,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CIV,135884
,BC-E,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CIV,146316
,BC-E,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CIV,146316
,EWS,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CIV,110411
,EWS,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CIV,110125
,OC,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSD,45008
,OC,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSD,48137
,SC,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSD,151666
,SC,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSD,151666
,ST,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSD,151026
,ST,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSD,151498
,BC-A,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSD,77416
,BC-A,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSD,77416
,BC-B,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSD,72179
,BC-B,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSD,76267
,BC-D,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSD,76578
,BC-D,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSD,76578
,BC-E,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSD,89069
,BC-E,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSD,89069
,EWS,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSD,48481
,EWS,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSD,49366
,OC,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,61096
,OC,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,67586
,SC,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,129718
,SC,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,129718
,ST,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,145722
,ST,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,145722
,BC-A,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,83961
,BC-A,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,83961
,BC-B,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,67668
,BC-B,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,67668
,BC-D,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,61096
,BC-D,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,74897
,BC-E,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,115117
,BC-E,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,124258
,EWS,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,39526
,EWS,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSE,37056
,OC,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,69873
,OC,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,69873
,SC,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,141803
,SC,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,148215
,ST,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,145909
,ST,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,151684
,BC-A,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,99508
,BC-A,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,99508
,BC-B,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,76066
,BC-B,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,98465
,BC-D,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,69873
,BC-D,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,69873
,BC-E,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,101969
,BC-E,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,121824
,EWS,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,48253
,EWS,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSM,48592
,OC,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,55258
,OC,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,55258
,SC,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,58892
,SC,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,147004
,ST,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,59229
,ST,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,151558
,BC-A,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,102699
,BC-A,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,123691
,BC-B,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,86838
,BC-B,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,89188
,BC-D,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,61140
,BC-D,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,64330
,BC-E,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,125120
,BC-E,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,125120
,EWS,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,58314
,EWS,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,CSO,54800
,OC,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,48585
,OC,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,48755
,SC,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,151117
,SC,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,151117
,ST,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,147480
,ST,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,150622
,BC-A,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,120859
,BC-A,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,120859
,BC-B,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,77077
,BC-B,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,81556
,BC-D,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,61313
,BC-D,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,63146
,BC-E,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,116262
,BC-E,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,116262
,EWS,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,52474
,EWS,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,ECE,52205
,OC,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,60435
,OC,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,60435
,SC,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,75560
,SC,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,75560
,ST,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,70280
,ST,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,70280
,BC-A,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,128457
,BC-A,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,128457
,BC-B,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,87796
,BC-B,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,93589
,BC-D,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,78720
,BC-D,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,134227
,BC-E,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,60435
,BC-E,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,60435
,EWS,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,72679
,EWS,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,EEE,66107
,OC,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,INF,47891
,OC,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,INF,51419
,SC,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,INF,146661
,SC,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,INF,146661
,ST,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,INF,143060
,ST,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,INF,143060
,BC-A,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,INF,107614
,BC-A,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,INF,107614
,BC-B,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,INF,66717
,BC-B,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,INF,74488
,BC-D,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,INF,59803
,BC-D,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,INF,65309
,BC-E,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,INF,48542
,BC-E,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,INF,95405
,EWS,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,INF,48483
,EWS,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,INF,49253
,OC,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,108600
,OC,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,108600
,SC,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,108600
,SC,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,108600
,ST,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,119764
,ST,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,143143
,BC-A,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,108600
,BC-A,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,138628
,BC-B,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,124075
,BC-B,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,124075
,BC-D,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,124814
,BC-D,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,127972
,BC-E,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,118402
,BC-E,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,118402
,EWS,Male,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,114422
,EWS,Female,AU,Local,None,ACES,ADITYA COLLEGE OF ENGINEERING,MEC,126901
,OC,Male,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CIV,100266
,OC,Female,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CIV,115009
,SC,Male,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CIV,138597
,SC,Female,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CIV,138597
,ST,Male,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CIV,109782
,ST,Female,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CIV,115009
,BC-A,Male,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CIV,125963
,BC-A,Female,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CIV,138945
,BC-B,Male,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CIV,136694
,BC-B,Female,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CIV,136694
,BC-D,Male,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CIV,118267
,BC-D,Female,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CIV,118267
,BC-E,Male,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CIV,100266
,BC-E,Female,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CIV,138598
,EWS,Male,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CIV,79346
,EWS,Female,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CIV,100641
,OC,Male,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSD,45294
,OC,Female,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSD,45294
,SC,Male,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSD,122943
,SC,Female,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSD,136423
,ST,Male,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSD,124647
,ST,Female,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSD,151542
,BC-A,Male,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSD,68172
,BC-A,Female,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSD,68172
,BC-B,Male,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSD,57264
,BC-B,Female,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSD,57264
,BC-D,Male,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSD,47392
,BC-D,Female,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSD,47392
,BC-E,Male,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSD,78889
,BC-E,Female,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSD,78889
,EWS,Male,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSD,40671
,EWS,Female,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSD,39665
,OC,Male,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSE,22060
,OC,Female,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSE,22060
,SC,Male,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSE,81280
,SC,Female,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSE,81280
,ST,Male,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSE,144040
,ST,Female,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSE,144040
,BC-A,Male,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSE,43948
,BC-A,Female,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSE,43948
,BC-B,Male,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSE,34870
,BC-B,Female,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSE,35529
,BC-D,Male,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSE,30636
,BC-D,Female,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSE,30636
,BC-E,Male,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSE,57439
,BC-E,Female,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSE,57439
,EWS,Male,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSE,24471
,EWS,Female,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSE,24643
,OC,Male,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSM,32310
,OC,Female,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSM,32310
,SC,Male,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSM,114790
,SC,Female,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSM,128532
,ST,Male,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSM,121602
,ST,Female,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSM,135973
,BC-A,Male,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSM,70682
,BC-A,Female,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSM,77070
,BC-B,Male,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSM,50678
,BC-B,Female,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSM,50678
,BC-D,Male,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSM,42380
,BC-D,Female,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSM,42380
,BC-E,Male,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSM,88905
,BC-E,Female,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSM,93558
,EWS,Male,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSM,50256
,EWS,Female,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",CSM,36703
,OC,Male,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",ECE,42167
,OC,Female,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",ECE,42167
,SC,Male,AU,Local,None,ACET,"ADITYA COLLEGE OF ENGINEERING
AND TECHNOLOGY",ECE,125056
